ValuationDate,SecurityId,SecurityName,AssetClass,NetQuantity,WeightedAvgCost,RealizedPnL,UnrealizedPnL,TotalPnL,ClosePrice
03/03/2026,BD01,"Government of India 7.26% GS 2033","Bond",56,992.8844,218.9779,89.9121,308.8900,994.4900
03/03/2026,BD02,"HDFC Ltd 8.10% NCD 2028","Bond",86,1037.2626,114.0215,98.6785,212.7000,1038.4100
03/03/2026,BD03,"Tata Capital 7.85% NCD 2029","Bond",56,1019.3089,695.6456,525.3444,1220.9900,1028.6900
03/03/2026,EQ01,"Bluechip Bank Ltd","Equity",661,634.7393,-6640.3638,-9398.9762,-16039.3400,620.5200
03/03/2026,EQ02,"Prime Energy Corp","Equity",436,417.8409,-5742.6787,-715.4313,-6458.1100,416.2000
03/03/2026,EQ03,"TechNova Systems Ltd","Equity",383,1443.6994,32018.0187,31260.6713,63278.6900,1525.3200
03/03/2026,EQ04,"Consumer Foods Ltd","Equity",588,1012.0976,-34493.8512,-30927.3888,-65421.2400,959.5000
03/03/2026,EQ05,"Metro Pharma Ltd","Equity",330,797.4976,11057.6934,-1764.7134,9292.9800,792.1500
03/03/2026,ET01,"Nifty 50 ETF","ETF",1219,233.4602,-429.0146,-9703.5354,-10132.5500,225.5000
03/03/2026,ET02,"Gold ETF","ETF",1323,56.5120,2918.2772,-42.3972,2875.8800,56.4800
03/03/2026,ET03,"Banking Sector ETF","ETF",575,478.7382,41042.1939,-573.9639,40468.2300,477.7400
03/04/2026,BD01,"Government of India 7.26% GS 2033","Bond",56,992.8844,218.9779,-84.2479,134.7300,991.3800
03/04/2026,BD02,"HDFC Ltd 8.10% NCD 2028","Bond",101,1038.6657,114.0215,357.9785,472.0000,1042.2100
03/04/2026,BD03,"Tata Capital 7.85% NCD 2029","Bond",64,1020.2041,727.4116,334.4584,1061.8700,1025.4300
03/04/2026,EQ01,"Bluechip Bank Ltd","Equity",856,627.6545,-6705.5218,-11713.9382,-18419.4600,613.9700
03/04/2026,EQ02,"Prime Energy Corp","Equity",436,417.8409,-5742.6787,-2189.1113,-7931.7900,412.8200
03/04/2026,EQ03,"TechNova Systems Ltd","Equity",383,1443.6994,32018.0187,20019.6213,52037.6400,1495.9700
03/04/2026,EQ04,"Consumer Foods Ltd","Equity",588,1012.0976,-34493.8512,-40576.4688,-75070.3200,943.0900
03/04/2026,EQ05,"Metro Pharma Ltd","Equity",330,797.4976,11057.6934,499.0866,11556.7800,799.0100
03/04/2026,ET01,"Nifty 50 ETF","ETF",1537,232.0161,-429.0146,-7617.4554,-8046.4700,227.0600
03/04/2026,ET02,"Gold ETF","ETF",356,56.5120,2261.3385,-225.0085,2036.3300,55.8800
03/04/2026,ET03,"Banking Sector ETF","ETF",575,478.7382,41042.1939,7177.0361,48219.2300,491.2200
03/05/2026,BD01,"Government of India 7.26% GS 2033","Bond",142,997.6046,218.9779,-1091.2079,-872.2300,989.9200
03/05/2026,BD02,"HDFC Ltd 8.10% NCD 2028","Bond",101,1038.6657,114.0215,352.9285,466.9500,1042.1600
03/05/2026,BD03,"Tata Capital 7.85% NCD 2029","Bond",64,1022.6194,945.3511,504.3589,1449.7100,1030.5000
03/05/2026,EQ01,"Bluechip Bank Ltd","Equity",461,627.6545,-14615.2022,-10692.6678,-25307.8700,604.4600
03/05/2026,EQ02,"Prime Energy Corp","Equity",269,417.8409,-5707.7586,-185.8514,-5893.6100,417.1500
03/05/2026,EQ03,"TechNova Systems Ltd","Equity",886,1476.4160,32018.0187,15340.2113,47358.2300,1493.7300
03/05/2026,EQ04,"Consumer Foods Ltd","Equity",588,1012.0976,-34493.8512,-42857.9088,-77351.7600,939.2100
03/05/2026,EQ05,"Metro Pharma Ltd","Equity",246,797.4976,9686.1737,-2983.3937,6702.7800,785.3700
03/05/2026,ET01,"Nifty 50 ETF","ETF",1537,232.0161,-429.0146,-5419.5454,-5848.5600,228.4900
03/05/2026,ET02,"Gold ETF","ETF",487,56.1860,2261.3385,-334.0885,1927.2500,55.5000
03/05/2026,ET03,"Banking Sector ETF","ETF",873,484.6169,41042.1939,6131.1761,47173.3700,491.6400
03/06/2026,BD01,"Government of India 7.26% GS 2033","Bond",58,997.6046,-384.5254,-496.7446,-881.2700,989.0400
03/06/2026,BD02,"HDFC Ltd 8.10% NCD 2028","Bond",101,1038.6657,114.0215,645.8285,759.8500,1045.0600
03/06/2026,BD03,"Tata Capital 7.85% NCD 2029","Bond",109,1023.3091,945.3511,1154.4089,2099.7600,1033.9000
03/06/2026,EQ01,"Bluechip Bank Ltd","Equity",723,618.5390,-14615.2022,-12659.0378,-27274.2400,601.0300
03/06/2026,EQ02,"Prime Energy Corp","Equity",269,417.8409,-5707.7586,5102.6886,-605.0700,436.8100
03/06/2026,EQ03,"TechNova Systems Ltd","Equity",856,1476.4160,32557.8390,13896.3110,46454.1500,1492.6500
03/06/2026,EQ04,"Consumer Foods Ltd","Equity",754,995.1855,-34493.8512,-42069.8088,-76563.6600,939.3900
03/06/2026,EQ05,"Metro Pharma Ltd","Equity",337,792.0788,9686.1737,-1842.9737,7843.2000,786.6100
03/06/2026,ET01,"Nifty 50 ETF","ETF",1537,232.0161,-429.0146,-12428.2654,-12857.2800,223.9300
03/06/2026,ET02,"Gold ETF","ETF",487,56.1860,2261.3385,-489.9285,1771.4100,55.1800
03/06/2026,ET03,"Banking Sector ETF","ETF",1313,490.0461,41042.1939,11677.6761,52719.8700,498.9400
03/09/2026,BD01,"Government of India 7.26% GS 2033","Bond",58,997.6046,-384.5254,-858.0846,-1242.6100,982.8100
03/09/2026,BD02,"HDFC Ltd 8.10% NCD 2028","Bond",118,1040.6155,114.0215,769.8885,883.9100,1047.1400
03/09/2026,BD03,"Tata Capital 7.85% NCD 2029","Bond",132,1022.8963,945.3511,912.6089,1857.9600,1029.8100
03/09/2026,EQ01,"Bluechip Bank Ltd","Equity",169,618.5390,-35235.6118,-6372.8282,-41608.4400,580.8300
03/09/2026,EQ02,"Prime Energy Corp","Equity",269,417.8409,-5707.7586,8311.8586,2604.1000,448.7400
03/09/2026,EQ03,"TechNova Systems Ltd","Equity",1363,1468.4774,32557.8390,-22731.2490,9826.5900,1451.8000
03/09/2026,EQ04,"Consumer Foods Ltd","Equity",1013,982.0935,-34493.8512,-38416.4788,-72910.3300,944.1700
03/09/2026,EQ05,"Metro Pharma Ltd","Equity",556,787.7702,9686.1737,-2857.9237,6828.2500,782.6300
03/09/2026,ET01,"Nifty 50 ETF","ETF",816,232.0161,-4651.2297,-4256.3003,-8907.5300,226.8000
03/09/2026,ET02,"Gold ETF","ETF",487,56.1860,2261.3385,-606.8085,1654.5300,54.9400
03/09/2026,ET03,"Banking Sector ETF","ETF",1313,490.0461,41042.1939,14067.3361,55109.5300,500.7600
03/10/2026,BD01,"Government of India 7.26% GS 2033","Bond",91,995.9239,-384.5254,-638.2646,-1022.7900,988.9100
03/10/2026,BD02,"HDFC Ltd 8.10% NCD 2028","Bond",118,1040.6155,114.0215,1139.2285,1253.2500,1050.2700
03/10/2026,BD03,"Tata Capital 7.85% NCD 2029","Bond",132,1022.8963,945.3511,867.7289,1813.0800,1029.4700
03/10/2026,EQ01,"Bluechip Bank Ltd","Equity",285,613.6104,-35235.6118,-4580.0782,-39815.6900,597.5400
03/10/2026,EQ02,"Prime Energy Corp","Equity",245,417.8409,-4868.2601,8503.7301,3635.4700,452.5500
03/10/2026,EQ03,"TechNova Systems Ltd","Equity",1499,1468.4422,32557.8390,-4110.5890,28447.2500,1465.7000
03/10/2026,EQ04,"Consumer Foods Ltd","Equity",1013,982.0935,-34493.8512,-14033.5688,-48527.4200,968.2400
03/10/2026,EQ05,"Metro Pharma Ltd","Equity",556,787.7702,9686.1737,-9902.4437,-216.2700,769.9600
03/10/2026,ET01,"Nifty 50 ETF","ETF",816,232.0161,-4651.2297,-4656.1403,-9307.3700,226.3100
03/10/2026,ET02,"Gold ETF","ETF",487,56.1860,2261.3385,-377.9185,1883.4200,55.4100
03/10/2026,ET03,"Banking Sector ETF","ETF",1128,490.0461,43024.2634,12739.5066,55763.7700,501.3400
03/11/2026,BD01,"Government of India 7.26% GS 2033","Bond",124,992.1758,-384.5254,-258.6346,-643.1600,990.0900
03/11/2026,BD02,"HDFC Ltd 8.10% NCD 2028","Bond",118,1040.6155,114.0215,1422.4285,1536.4500,1052.6700
03/11/2026,BD03,"Tata Capital 7.85% NCD 2029","Bond",96,1022.8963,1244.6444,429.4756,1674.1200,1027.3700
03/11/2026,EQ01,"Bluechip Bank Ltd","Equity",285,613.6104,-35235.6118,-6586.4782,-41822.0900,590.5000
03/11/2026,EQ02,"Prime Energy Corp","Equity",245,417.8409,-4868.2601,8087.2301,3218.9700,450.8500
03/11/2026,EQ03,"TechNova Systems Ltd","Equity",1743,1465.5805,32557.8390,-19714.2790,12843.5600,1454.2700
03/11/2026,EQ04,"Consumer Foods Ltd","Equity",1013,982.0935,-34493.8512,-10032.2188,-44526.0700,972.1900
03/11/2026,EQ05,"Metro Pharma Ltd","Equity",556,787.7702,9686.1737,-14439.4037,-4753.2300,761.8000
03/11/2026,ET01,"Nifty 50 ETF","ETF",645,232.0161,-4799.3250,608.8450,-4190.4800,232.9600
03/11/2026,ET02,"Gold ETF","ETF",650,55.5200,2166.9605,-435.4905,1731.4700,54.8500
03/11/2026,ET03,"Banking Sector ETF","ETF",1128,490.0461,43024.2634,-5849.9334,37174.3300,484.8600
03/12/2026,BD01,"Government of India 7.26% GS 2033","Bond",124,992.1758,-384.5254,14.1654,-370.3600,992.2900
03/12/2026,BD02,"HDFC Ltd 8.10% NCD 2028","Bond",118,1040.6155,114.0215,1034.2085,1148.2300,1049.3800
03/12/2026,BD03,"Tata Capital 7.85% NCD 2029","Bond",96,1022.8963,1244.6444,587.8756,1832.5200,1029.0200
03/12/2026,EQ01,"Bluechip Bank Ltd","Equity",125,613.6104,-39760.4838,-3471.3062,-43231.7900,585.8400
03/12/2026,EQ02,"Prime Energy Corp","Equity",452,435.0187,-4868.2601,9230.4101,4362.1500,455.4400
03/12/2026,EQ03,"TechNova Systems Ltd","Equity",1857,1464.0169,32557.8390,-4079.6890,28478.1500,1461.8200
03/12/2026,EQ04,"Consumer Foods Ltd","Equity",1031,981.6866,-34283.2666,-6594.9034,-40878.1700,975.2900
03/12/2026,EQ05,"Metro Pharma Ltd","Equity",411,787.7702,7083.4018,-6966.5118,116.8900,770.8200
03/12/2026,ET01,"Nifty 50 ETF","ETF",1026,233.2727,-4799.3250,2316.0250,-2483.3000,235.5300
03/12/2026,ET02,"Gold ETF","ETF",939,55.0245,2166.9605,-1159.1705,1007.7900,53.7900
03/12/2026,ET03,"Banking Sector ETF","ETF",1288,486.5883,41391.4323,-11461.0223,29930.4100,477.6900
03/13/2026,BD01,"Government of India 7.26% GS 2033","Bond",124,992.1758,-384.5254,734.6054,350.0800,998.1000
03/13/2026,BD02,"HDFC Ltd 8.10% NCD 2028","Bond",118,1040.6155,114.0215,719.1485,833.1700,1046.7100
03/13/2026,BD03,"Tata Capital 7.85% NCD 2029","Bond",96,1022.8963,1244.6444,473.6356,1718.2800,1027.8300
03/13/2026,EQ01,"Bluechip Bank Ltd","Equity",125,613.6104,-39760.4838,-4356.3062,-44116.7900,578.7600
03/13/2026,EQ02,"Prime Energy Corp","Equity",452,435.0187,-4868.2601,9004.4101,4136.1500,454.9400
03/13/2026,EQ03,"TechNova Systems Ltd","Equity",1723,1464.0169,30131.5111,-23324.1211,6807.3900,1450.4800
03/13/2026,EQ04,"Consumer Foods Ltd","Equity",1031,981.6866,-34283.2666,-1192.4634,-35475.7300,980.5300
03/13/2026,EQ05,"Metro Pharma Ltd","Equity",335,787.7702,5637.8704,-7115.4504,-1477.5800,766.5300
03/13/2026,ET01,"Nifty 50 ETF","ETF",1176,233.8897,-4799.3250,5668.7050,869.3800,238.7100
03/13/2026,ET02,"Gold ETF","ETF",939,55.0245,2166.9605,-849.3005,1317.6600,54.1200
03/13/2026,ET03,"Banking Sector ETF","ETF",1288,486.5883,41391.4323,-19562.5423,21828.8900,471.4000
03/16/2026,BD01,"Government of India 7.26% GS 2033","Bond",124,992.1758,-384.5254,331.6054,-52.9200,994.8500
03/16/2026,BD02,"HDFC Ltd 8.10% NCD 2028","Bond",118,1040.6155,114.0215,1119.1685,1233.1900,1050.1000
03/16/2026,BD03,"Tata Capital 7.85% NCD 2029","Bond",172,1021.2907,1244.6444,741.1956,1985.8400,1025.6000
03/16/2026,EQ01,"Bluechip Bank Ltd","Equity",211,600.9059,-39760.4838,-4029.2362,-43789.7200,581.8100
03/16/2026,EQ02,"Prime Energy Corp","Equity",452,435.0187,-4868.2601,8810.0501,3941.7900,454.5100
03/16/2026,EQ03,"TechNova Systems Ltd","Equity",1723,1464.0169,30131.5111,28193.5789,58325.0900,1480.3800
03/16/2026,EQ04,"Consumer Foods Ltd","Equity",499,981.6866,-15289.0623,14607.4223,-681.6400,1010.9600
03/16/2026,EQ05,"Metro Pharma Ltd","Equity",335,787.7702,5637.8704,-13316.3004,-7678.4300,748.0200
03/16/2026,ET01,"Nifty 50 ETF","ETF",1669,235.5971,-4799.3250,8900.6050,4101.2800,240.9300
03/16/2026,ET02,"Gold ETF","ETF",1412,54.8421,2166.9605,-1259.6205,907.3400,53.9500
03/16/2026,ET03,"Banking Sector ETF","ETF",1371,479.1846,35629.6307,-27961.0307,7668.6000,458.7900
03/17/2026,BD01,"Government of India 7.26% GS 2033","Bond",124,992.1758,-384.5254,651.5254,267.0000,997.4300
03/17/2026,BD02,"HDFC Ltd 8.10% NCD 2028","Bond",118,1040.6155,114.0215,1030.6685,1144.6900,1049.3500
03/17/2026,BD03,"Tata Capital 7.85% NCD 2029","Bond",172,1021.2907,1244.6444,2153.3156,3397.9600,1033.8100
03/17/2026,EQ01,"Bluechip Bank Ltd","Equity",94,600.9059,-43355.4148,-2831.8352,-46187.2500,570.7800
03/17/2026,EQ02,"Prime Energy Corp","Equity",726,446.2019,-4868.2601,14083.0301,9214.7700,465.6000
03/17/2026,EQ03,"TechNova Systems Ltd","Equity",1723,1464.0169,30131.5111,-4095.4411,26036.0700,1461.6400
03/17/2026,EQ04,"Consumer Foods Ltd","Equity",780,1002.4458,-15289.0623,30306.2723,15017.2100,1041.3000
03/17/2026,EQ05,"Metro Pharma Ltd","Equity",392,783.7394,5637.8704,-10336.8104,-4698.9400,757.3700
03/17/2026,ET01,"Nifty 50 ETF","ETF",2284,235.7515,-4799.3250,-1579.2950,-6378.6200,235.0600
03/17/2026,ET02,"Gold ETF","ETF",1412,54.8421,2166.9605,-850.1405,1316.8200,54.2400
03/17/2026,ET03,"Banking Sector ETF","ETF",1589,478.8863,35629.6307,-6334.2007,29295.4300,474.9000
03/18/2026,BD01,"Government of India 7.26% GS 2033","Bond",124,992.1758,-384.5254,1308.7254,924.2000,1002.7300
03/18/2026,BD02,"HDFC Ltd 8.10% NCD 2028","Bond",118,1040.6155,114.0215,577.5485,691.5700,1045.5100
03/18/2026,BD03,"Tata Capital 7.85% NCD 2029","Bond",172,1021.2907,1244.6444,3083.8356,4328.4800,1039.2200
03/18/2026,EQ01,"Bluechip Bank Ltd","Equity",356,573.6491,-43355.4148,-5998.2952,-49353.7100,556.8000
03/18/2026,EQ02,"Prime Energy Corp","Equity",393,446.2019,2009.4715,6707.7685,8717.2400,463.2700
03/18/2026,EQ03,"TechNova Systems Ltd","Equity",1723,1464.0169,30131.5111,-38159.1511,-8027.6400,1441.8700
03/18/2026,EQ04,"Consumer Foods Ltd","Equity",638,1002.4458,-10427.8066,23098.2766,12670.4700,1038.6500
03/18/2026,EQ05,"Metro Pharma Ltd","Equity",595,777.3528,5637.8704,-10783.0604,-5145.1900,759.2300
03/18/2026,ET01,"Nifty 50 ETF","ETF",1367,235.7515,-4048.7240,667.8340,-3380.8900,236.2400
03/18/2026,ET02,"Gold ETF","ETF",1557,54.7348,2166.9605,-2093.8405,73.1200,53.3900
03/18/2026,ET03,"Banking Sector ETF","ETF",1115,478.8863,32578.8335,-7990.4035,24588.4300,471.7200
03/19/2026,BD01,"Government of India 7.26% GS 2033","Bond",124,992.1758,-384.5254,1923.7654,1539.2400,1007.6900
03/19/2026,BD02,"HDFC Ltd 8.10% NCD 2028","Bond",132,1040.1578,114.0215,499.2485,613.2700,1043.9400
03/19/2026,BD03,"Tata Capital 7.85% NCD 2029","Bond",147,1021.2907,1341.3763,1646.2937,2987.6700,1032.4900
03/19/2026,EQ01,"Bluechip Bank Ltd","Equity",590,569.4296,-43355.4148,-5156.3352,-48511.7500,560.6900
03/19/2026,EQ02,"Prime Energy Corp","Equity",692,458.3123,2009.4715,9755.6085,11765.0800,472.4100
03/19/2026,EQ03,"TechNova Systems Ltd","Equity",1617,1464.0169,22253.9171,-106652.3471,-84398.4300,1398.0600
03/19/2026,EQ04,"Consumer Foods Ltd","Equity",638,1002.4458,-10427.8066,26747.6366,16319.8300,1044.3700
03/19/2026,EQ05,"Metro Pharma Ltd","Equity",681,772.8175,5637.8704,-20510.0504,-14872.1800,742.7000
03/19/2026,ET01,"Nifty 50 ETF","ETF",1367,235.7515,-4048.7240,1132.6140,-2916.1100,236.5800
03/19/2026,ET02,"Gold ETF","ETF",787,54.7348,338.3710,-1939.7910,-1601.4200,52.2700
03/19/2026,ET03,"Banking Sector ETF","ETF",1115,478.8863,32578.8335,-16397.5035,16181.3300,464.1800
03/20/2026,BD01,"Government of India 7.26% GS 2033","Bond",39,992.1758,377.9348,562.9352,940.8700,1006.6100
03/20/2026,BD02,"HDFC Ltd 8.10% NCD 2028","Bond",157,1041.2537,114.0215,1404.5685,1518.5900,1050.2000
03/20/2026,BD03,"Tata Capital 7.85% NCD 2029","Bond",114,1021.2907,1688.1825,1413.5175,3101.7000,1033.6900
03/20/2026,EQ01,"Bluechip Bank Ltd","Equity",326,569.4296,-46193.2963,-2871.9137,-49065.2100,560.6200
03/20/2026,EQ02,"Prime Energy Corp","Equity",692,458.3123,2009.4715,10945.8485,12955.3200,474.1300
03/20/2026,EQ03,"TechNova Systems Ltd","Equity",1617,1464.0169,22253.9171,-105860.0171,-83606.1000,1398.5500
03/20/2026,EQ04,"Consumer Foods Ltd","Equity",726,1006.3445,-10427.8066,26350.5366,15922.7300,1042.6400
03/20/2026,EQ05,"Metro Pharma Ltd","Equity",681,772.8175,5637.8704,-33183.4604,-27545.5900,724.0900
03/20/2026,ET01,"Nifty 50 ETF","ETF",1367,235.7515,-4048.7240,-7397.4660,-11446.1900,230.3400
03/20/2026,ET02,"Gold ETF","ETF",787,54.7348,338.3710,-2506.4310,-2168.0600,51.5500
03/20/2026,ET03,"Banking Sector ETF","ETF",1115,478.8863,32578.8335,-13074.8035,19504.0300,467.1600
03/23/2026,BD01,"Government of India 7.26% GS 2033","Bond",23,992.1758,611.9226,376.8374,988.7600,1008.5600
03/23/2026,BD02,"HDFC Ltd 8.10% NCD 2028","Bond",157,1041.2537,114.0215,1029.3385,1143.3600,1047.8100
03/23/2026,BD03,"Tata Capital 7.85% NCD 2029","Bond",114,1021.2907,1688.1825,1492.1775,3180.3600,1034.3800
03/23/2026,EQ01,"Bluechip Bank Ltd","Equity",185,569.4296,-48382.9630,-3087.5670,-51470.5300,552.7400
03/23/2026,EQ02,"Prime Energy Corp","Equity",301,458.3123,8964.6323,4631.6977,13596.3300,473.7000
03/23/2026,EQ03,"TechNova Systems Ltd","Equity",669,1464.0169,-18867.4074,-31815.5826,-50682.9900,1416.4600
03/23/2026,EQ04,"Consumer Foods Ltd","Equity",793,1010.5993,-10006.1970,28905.4070,18899.2100,1047.0500
03/23/2026,EQ05,"Metro Pharma Ltd","Equity",967,755.5843,5637.8704,-33549.4204,-27911.5500,720.8900
03/23/2026,ET01,"Nifty 50 ETF","ETF",1367,235.7515,-4048.7240,-10992.6760,-15041.4000,227.7100
03/23/2026,ET02,"Gold ETF","ETF",973,54.1642,338.3710,-2203.0810,-1864.7100,51.9000
03/23/2026,ET03,"Banking Sector ETF","ETF",1115,478.8863,32578.8335,-12450.4035,20128.4300,467.7200
03/24/2026,BD01,"Government of India 7.26% GS 2033","Bond",60,1000.4232,611.9226,302.8074,914.7300,1005.4700
03/24/2026,BD02,"HDFC Ltd 8.10% NCD 2028","Bond",157,1041.2537,114.0215,969.6785,1083.7000,1047.4300
03/24/2026,BD03,"Tata Capital 7.85% NCD 2029","Bond",95,1021.2907,1846.6287,1456.2813,3302.9100,1036.6200
03/24/2026,EQ01,"Bluechip Bank Ltd","Equity",185,569.4296,-48382.9630,-1195.0170,-49577.9800,562.9700
03/24/2026,EQ02,"Prime Energy Corp","Equity",301,458.3123,8964.6323,4402.9377,13367.5700,472.9400
03/24/2026,EQ03,"TechNova Systems Ltd","Equity",669,1464.0169,-18867.4074,-8400.5826,-27267.9900,1451.4600
03/24/2026,EQ04,"Consumer Foods Ltd","Equity",932,1018.0990,-8718.9282,29638.5782,20919.6500,1049.9000
03/24/2026,EQ05,"Metro Pharma Ltd","Equity",967,755.5843,5637.8704,-39438.4504,-33800.5800,714.8000
03/24/2026,ET01,"Nifty 50 ETF","ETF",1367,235.7515,-4048.7240,-12838.1260,-16886.8500,226.3600
03/24/2026,ET02,"Gold ETF","ETF",1226,53.6351,338.3710,-2850.5210,-2512.1500,51.3100
03/24/2026,ET03,"Banking Sector ETF","ETF",569,478.8863,22447.1040,-9739.1640,12707.9400,461.7700
03/25/2026,BD01,"Government of India 7.26% GS 2033","Bond",60,1000.4232,611.9226,182.8074,794.7300,1003.4700
03/25/2026,BD02,"HDFC Ltd 8.10% NCD 2028","Bond",130,1041.2537,167.9215,793.8185,961.7400,1047.3600
03/25/2026,BD03,"Tata Capital 7.85% NCD 2029","Bond",95,1021.2907,1846.6287,1548.4313,3395.0600,1037.5900
03/25/2026,EQ01,"Bluechip Bank Ltd","Equity",79,569.4296,-48316.1355,-343.6145,-48659.7500,565.0800
03/25/2026,EQ02,"Prime Energy Corp","Equity",351,462.2046,9622.5715,4350.7685,13973.3400,474.6000
03/25/2026,EQ03,"TechNova Systems Ltd","Equity",669,1464.0169,-18867.4074,-8273.4726,-27140.8800,1451.6500
03/25/2026,EQ04,"Consumer Foods Ltd","Equity",932,1018.0990,-8718.9282,46321.3782,37602.4500,1067.8000
03/25/2026,EQ05,"Metro Pharma Ltd","Equity",624,746.3330,-11443.1026,-22085.2574,-33528.3600,710.9400
03/25/2026,ET01,"Nifty 50 ETF","ETF",1367,235.7515,-4048.7240,-15271.3860,-19320.1100,224.5800
03/25/2026,ET02,"Gold ETF","ETF",1226,53.6351,338.3710,-3169.2810,-2830.9100,51.0500
03/25/2026,ET03,"Banking Sector ETF","ETF",569,478.8863,22447.1040,-11377.8840,11069.2200,458.8900
03/26/2026,BD01,"Government of India 7.26% GS 2033","Bond",85,999.3634,611.9226,156.1074,768.0300,1001.2000
03/26/2026,BD02,"HDFC Ltd 8.10% NCD 2028","Bond",130,1041.2537,167.9215,1181.2185,1349.1400,1050.3400
03/26/2026,BD03,"Tata Capital 7.85% NCD 2029","Bond",95,1021.2907,1846.6287,1582.6313,3429.2600,1037.9500
03/26/2026,EQ01,"Bluechip Bank Ltd","Equity",207,570.5367,-48316.1355,-543.7245,-48859.8600,567.9100
03/26/2026,EQ02,"Prime Energy Corp","Equity",351,462.2046,9622.5715,4887.7985,14510.3700,476.1300
03/26/2026,EQ03,"TechNova Systems Ltd","Equity",669,1464.0169,-18867.4074,-125.0526,-18992.4600,1463.8300
03/26/2026,EQ04,"Consumer Foods Ltd","Equity",1200,1029.9783,-8718.9282,48494.0582,39775.1300,1070.3900
03/26/2026,EQ05,"Metro Pharma Ltd","Equity",807,737.7812,-12851.4786,-18239.1414,-31090.6200,715.1800
03/26/2026,ET01,"Nifty 50 ETF","ETF",1367,235.7515,-4048.7240,-19044.3060,-23093.0300,221.8200
03/26/2026,ET02,"Gold ETF","ETF",1226,53.6351,338.3710,-2531.7610,-2193.3900,51.5700
03/26/2026,ET03,"Banking Sector ETF","ETF",569,478.8863,22447.1040,-7195.7340,15251.3700,466.2400
03/27/2026,BD01,"Government of India 7.26% GS 2033","Bond",85,999.3634,611.9226,168.8574,780.7800,1001.3500
03/27/2026,BD02,"HDFC Ltd 8.10% NCD 2028","Bond",130,1041.2537,167.9215,1173.4185,1341.3400,1050.2800
03/27/2026,BD03,"Tata Capital 7.85% NCD 2029","Bond",40,1021.2907,2893.0189,741.1711,3634.1900,1039.8200
03/27/2026,EQ01,"Bluechip Bank Ltd","Equity",207,570.5367,-48316.1355,-2127.2745,-50443.4100,560.2600
03/27/2026,EQ02,"Prime Energy Corp","Equity",553,465.2165,9622.5715,2418.5385,12041.1100,469.5900
03/27/2026,EQ03,"TechNova Systems Ltd","Equity",669,1464.0169,-18867.4074,-12829.3626,-31696.7700,1444.8400
03/27/2026,EQ04,"Consumer Foods Ltd","Equity",833,1029.9783,16722.1413,64100.7787,80822.9200,1106.9300
03/27/2026,EQ05,"Metro Pharma Ltd","Equity",807,737.7812,-12851.4786,-17141.6214,-29993.1000,716.5400
03/27/2026,ET01,"Nifty 50 ETF","ETF",1340,233.4644,-7410.7784,-17774.3216,-25185.1000,220.2000
03/27/2026,ET02,"Gold ETF","ETF",1226,53.6351,338.3710,-3218.3210,-2879.9500,51.0100
03/27/2026,ET03,"Banking Sector ETF","ETF",569,478.8863,22447.1040,-4851.4540,17595.6500,470.3600
03/30/2026,BD01,"Government of India 7.26% GS 2033","Bond",52,1000.7333,96.2601,73.1499,169.4100,1002.1400
03/30/2026,BD02,"HDFC Ltd 8.10% NCD 2028","Bond",130,1041.2537,167.9215,710.6185,878.5400,1046.7200
03/30/2026,BD03,"Tata Capital 7.85% NCD 2029","Bond",115,1030.9769,2893.0189,586.8611,3479.8800,1036.0800
03/30/2026,EQ01,"Bluechip Bank Ltd","Equity",207,570.5367,-48316.1355,-4095.8445,-52411.9800,550.7500
03/30/2026,EQ02,"Prime Energy Corp","Equity",782,468.0903,9622.5715,4942.0185,14564.5900,474.4100
03/30/2026,EQ03,"TechNova Systems Ltd","Equity",789,1462.7611,-18867.4074,-987.1326,-19854.5400,1461.5100
03/30/2026,EQ04,"Consumer Foods Ltd","Equity",833,1029.9783,16722.1413,82085.2487,98807.3900,1128.5200
03/30/2026,EQ05,"Metro Pharma Ltd","Equity",807,737.7812,-12851.4786,-28867.3314,-41718.8100,702.0100
03/30/2026,ET01,"Nifty 50 ETF","ETF",2095,227.5621,-7410.7784,-23510.3516,-30921.1300,216.3400
03/30/2026,ET02,"Gold ETF","ETF",1429,53.2621,338.3710,-3761.3410,-3422.9700,50.6300
03/30/2026,ET03,"Banking Sector ETF","ETF",569,478.8863,22447.1040,-4282.4540,18164.6500,471.3600
03/31/2026,BD01,"Government of India 7.26% GS 2033","Bond",52,1000.7333,96.2601,225.5099,321.7700,1005.0700
03/31/2026,BD02,"HDFC Ltd 8.10% NCD 2028","Bond",130,1041.2537,167.9215,893.9185,1061.8400,1048.1300
03/31/2026,BD03,"Tata Capital 7.85% NCD 2029","Bond",162,1027.2207,2893.0189,688.3911,3581.4100,1031.4700
03/31/2026,EQ01,"Bluechip Bank Ltd","Equity",497,559.4871,-48316.1355,-5127.6045,-53443.7400,549.1700
03/31/2026,EQ02,"Prime Energy Corp","Equity",388,468.0903,16115.5799,6902.4101,23017.9900,485.8800
03/31/2026,EQ03,"TechNova Systems Ltd","Equity",789,1462.7611,-18867.4074,12646.7874,-6220.6200,1478.7900
03/31/2026,EQ04,"Consumer Foods Ltd","Equity",833,1029.9783,16722.1413,80835.7487,97557.8900,1127.0200
03/31/2026,EQ05,"Metro Pharma Ltd","Equity",926,732.3875,-12851.4786,-25860.8314,-38712.3100,704.4600
